link,text,date,user,likes,quotes,retweets,comments
https://twitter.com/SOLOVENEX_/status/1836731886330126485#m,"𝗗𝗔𝗩𝗜𝗗 𝗠𝗔𝗥𝗧𝗜́𝗡𝗘𝗭 anotó este miércoles su segundo gol desde que hace vida en la @MLS. Lo hizo en el 1-1 entre su @LAFC y Austin FC.   El ex Monagas ingresó al 60’ y anotó al 62’ el tanto que definiría la paridad definitiva en el marcador y que representaría 𝘀𝘂 𝘀𝗲𝗴𝘂𝗻𝗱𝗮 𝗰𝗼𝗻𝗾𝘂𝗶𝘀𝘁𝗮 𝗲𝗻 𝘀𝘂𝗲𝗹𝗼 𝗻𝗼𝗿𝘁𝗲𝗮𝗺𝗲𝗿𝗶𝗰𝗮𝗻𝗼 𝗲𝗻 𝟭𝟴𝟮’ 𝗺𝗶𝗻𝘂𝘁𝗼𝘀 𝗱𝗲𝘀𝗱𝗲 𝗾𝘂𝗲 𝗹𝗹𝗲𝗴𝗼́ 𝗽𝗼𝗿 𝘂𝗻𝗮 𝗰𝗶𝗳𝗿𝗮 𝗿𝗲́𝗰𝗼𝗿𝗱 𝗱𝗲𝘀𝗱𝗲 𝗲𝗹 𝗙𝗨𝗧𝗩𝗘 a principios de año.   Por la visita, el volante @danipereira121 fue titular y salió sustituido al minuto 82’.  #VenEx #MLS #LAFC #SoloVenex   | 📸 @LAFC |","Sep 19, 2024 · 11:39 AM UTC",@SOLOVENEX_,10,0,0,0
https://twitter.com/SOLOVENEX_/status/1836458309840199818#m,🇻🇪 𝗝𝗨𝗔𝗡 𝗔𝗥𝗔𝗡𝗚𝗢 𝗝𝗥 (𝟮𝟬𝟬𝟲) escribió su nombre en los libros de historia del Girona al convertirse en el 𝗣𝗥𝗜𝗠𝗘𝗥 jugador que consigue anotar en UEFA Youth League con el elenco catalán (debutantes).  El hijo del mítico 18 portó el ‘9’ y lideró la victoria de los suyos 0-2 sobre el #PSG en el inicio del máximo torneo juvenil de clubes en el viejo continente. Es real. ¡𝗟𝗔 𝗗𝗜𝗡𝗔𝗦𝗧𝗜́𝗔 𝗖𝗢𝗡𝗧𝗜𝗡𝗨́𝗔!   Regístrate en WWW.PARLEY.COM.VE con nuestro código y gana el 50% de tu primera recarga.   #VenEx #Arango #UYL #SoloVenex,"Sep 18, 2024 · 5:32 PM UTC",@SOLOVENEX_,17,0,4,0
https://twitter.com/SOLOVENEX_/status/1836146859422945773#m,¡Ya son 𝟭𝟬𝟬 batallas con el Parma! 🇻🇪  El barinés Yordan Osorio sigue haciendo historia con el @1913parmacalcio de Italia (⚔️).  #VenEx #SerieA #Osorio #SoloVenex,"Sep 17, 2024 · 8:54 PM UTC",@SOLOVENEX_,1031,5,138,5
https://twitter.com/1x_venezuela/status/1835729234737668256#m,Regresa la #ChampionsLeague 🏆⚽️  Mañana inicia el torneo de clubes más importante del mundo y por ese motivo te traemos un pequeño hilo 🧵 con puros golazos anotados en la competición 🔥  Síguenos en todas nuestras redes como 1x_Venezuela y no te pierdas el mejor contenido 😎📲,"Sep 16, 2024 · 5:15 PM UTC",@1x_venezuela,57,0,26,1
https://twitter.com/SOLOVENEX_/status/1835669726791393365#m,"¡𝗟𝗔 𝗙𝗩𝗙 𝗣𝗨𝗝𝗔 𝗣𝗢𝗥 𝗠𝗔𝗟𝗗𝗜𝗡𝗜! • 🚨🍝🇻🇪  Informa @NicoSchira vía X que la @FVF_Oficial mantiene la intención de repatriar al menor de la dinastía Maldini.   Sin embargo, el MC del Monza de Italia, quien ya manifestó su interés en defender a la “azzurri”, está siendo monitoreado por Luciano Spalletti y podría ser convocado por la selección Europea en la próxima UEFA Nations League.   ¿Su vínculo con Venezuela? Es hijo de Adriana Fossa, ex modelo venezolana y esposa de Paolo Maldini.   La FVF ha ‘repatriado’ en el último tiempo a jugadores como Daniele Quieto, Lorenzo D’Agostini y Alessandro Milani, todos nacidos en Italia. ¿Lo lograrán con el hijo del mítico ex defensor italiano?  #Vinotinto #Maldini #Italia #SoloVenex","Sep 16, 2024 · 1:19 PM UTC",@SOLOVENEX_,155,7,14,42
https://twitter.com/SOLOVENEX_/status/1835741646035845318#m,¿El 𝗥𝗘𝗬 de 𝗔𝗧𝗟𝗔𝗡𝗧𝗔?  ¡Sigue siendo 𝗩𝗜𝗡𝗢𝗧𝗜𝗡𝗧𝗢! • 😎👑🇻🇪  #VenEx #MLS #MLB #SoloVenex   | 📸 @ATLUTD |,"Sep 16, 2024 · 6:04 PM UTC",@SOLOVENEX_,3,0,0,2
https://twitter.com/SOLOVENEX_/status/1835739583797133389#m,"𝗗𝗔𝗡𝗜 𝗡𝗜𝗘𝗧𝗢 (@91nietodani): el único jugador español de la Liga FUTVE 1 y 2. Este domingo jugó su segundo partido en Venezuela con el @Anzoategui_FC. ⚽️🇻🇪  El elenco oriental igualó 0-0 con @dynamopuertofc dejando ‘flashes’ técnicos del buen volante europeo.   En España, pasó por la filial del FC Barcelona, jugó en el Numancia, Éibar, y además presume un paso por el Independiente del Valle en suelo ecuatoriano.   #FutVe #Anzoátegui #SoloVenex   | 📸 Imágenes de apoyo: @renatophotos |","Sep 16, 2024 · 5:56 PM UTC",@SOLOVENEX_,19,0,4,0
https://twitter.com/carlostaracher/status/1835712436382355852#m,"El mediocampista José Correa (2006) se encuentra en Europa, definiendo su futuro. En la postal, entrena de la mano de la academia FDC Vista, de Krasnodar.   No está solo, lo acompaña Juan Campos, el delantero clase 2007 que también es ficha del @NuevaEsparta_FC.  .@SOLOVENEX_ 🇻🇪","Sep 16, 2024 · 4:08 PM UTC",@carlostaracher,109,1,9,3
https://twitter.com/SOLOVENEX_/status/1835471906004181304#m,📱 • Síguelos en Instagram:  https://www.instagram.com/xednysport?igsh=eXR4OWwxZTU0c2V1,"Sep 16, 2024 · 12:12 AM UTC",@SOLOVENEX_,0,0,0,0
https://twitter.com/SOLOVENEX_/status/1835471756535980348#m,¡Xedny Sport 𝗦𝗜𝗘𝗠𝗣𝗥𝗘 nos acompaña! 🇻🇪  Nuestros aliados engalanaron las instalaciones del Monumental de Maturín con sus  prendas.   Xedny es patrocinante oficial de SOLOVENEX en el camino al Mundial - 2026. ¡Cree en ti!  #PoderVinotinto,"Sep 16, 2024 · 12:12 AM UTC",@SOLOVENEX_,2,0,0,1
https://twitter.com/SOLOVENEX_/status/1835345893215637991#m,¡𝗧𝗘 𝗟𝗟𝗘𝗩𝗔𝗠𝗢𝗦 𝗔𝗟 🇻🇪 #𝗩𝗘𝗡 - #𝗔𝗥𝗚 🇦🇷!  • Junto a la @miradeltigre gestionamos tu viaje a Maturín para apoyar a la @selevinotinto en las Eliminatorias CONMEBOL con ¡𝗧𝗢𝗗𝗢! incluido.   ¿Próximo rival? ¡𝗟𝗮 𝗰𝗮𝗺𝗽𝗲𝗼𝗻𝗮 𝗱𝗲𝗹 𝗺𝘂𝗻𝗱𝗼!  🎟️ @SOLOVENEX_ es vendedor autorizado de los mejores paquetes de viaje aéreos y terrestres para una cita que será especial. ¿Ustedes están listos?  📥 • Consulta por nuestros planes o comenta este post con la etiqueta (HT) #VenezuelaVsArgentina   Te atendemos al +58-414-810-59-69   Ven y se parte del #𝗣𝗼𝗱𝗲𝗿𝗩𝗶𝗻𝗼𝘁𝗶𝗻𝘁𝗼 🇻🇪,"Sep 15, 2024 · 3:52 PM UTC",@SOLOVENEX_,8,0,2,1
https://twitter.com/SOLOVENEX_/status/1835093710046216334#m,‘𝑽𝑰𝑵𝑰’ 𝙭 𝑱𝑶𝑵 = 🇧🇷🫱🏿‍🫲🏻🇻🇪  El saludo entre el crack brasileño y el venezolano de la @RealSociedad tras medir fuerzas en #LaLiga.   Aramburu jugó completo en la caída de la Real Sociedad 0-2 ante el Real Madrid y cometió un penal. ¿Cómo valoras el partido del defensor? ⬇️  #VenEx #LaLiga #Viral #SoloVenex   | 🎥 Vía: @marca |,"Sep 14, 2024 · 11:10 PM UTC",@SOLOVENEX_,29,0,5,3
https://twitter.com/SOLOVENEX_/status/1835042879821300176#m,"Con Aramburu 𝙉𝙊, #Mbappe • 🥷🚫🇻🇪","Sep 14, 2024 · 7:48 PM UTC",@SOLOVENEX_,2063,46,353,79
https://twitter.com/SOLOVENEX_/status/1835021064482459913#m,.@JonAramburu3 𝙏𝙄𝙏𝙐𝙇𝘼𝙍 ante el 𝙈𝘼𝘿𝙍𝙄𝘿. 🚨🇻🇪,"Sep 14, 2024 · 6:21 PM UTC",@SOLOVENEX_,5,0,0,0
https://twitter.com/SOLOVENEX_/status/1835019774239109256#m,"#VenEx | #Talento | Carlos Rojas, un ‘obelisco’ venezolano en Norteamérica: https://solovenex.com/carlos-rojas-un-obelisco-venezolano-en-norteamerica/","Sep 14, 2024 · 6:16 PM UTC",@SOLOVENEX_,2,0,1,0
https://twitter.com/SOLOVENEX_/status/1834964004374020433#m,| 🎥 Vía: @RealSociedad |,"Sep 14, 2024 · 2:34 PM UTC",@SOLOVENEX_,0,0,0,0
https://twitter.com/SOLOVENEX_/status/1834963942327701897#m,".@JonAramburu3, cumpliendo el sueño. (😎)","Sep 14, 2024 · 2:34 PM UTC",@SOLOVENEX_,52,0,5,1
https://twitter.com/SOLOVENEX_/status/1834936449461878857#m,“𝒀𝒐 𝒔𝒊𝒆𝒎𝒑𝒓𝒆 𝒆𝒍𝒆𝒈𝒊𝒓𝒊́𝒂 𝒂𝒍 𝑪𝒂𝒓𝒂𝒄𝒂𝒔” 🇾🇪  🔹 @juanpianor1 es nuevo jugador del #CFC.  Añor vivirá su tercer ciclo como jugador del @Caracas_FC tras su paso por el Panetolikos griego.   El volante 10 de perfil zurdo se reencuentra con Fernando Aristeguieta y fue convocado para el partido de este sábado ante Angostura.  Añor portará el dorsal ‘08’ en su regreso al ‘Rojo’.  #FutVe #CFC #Fichajes #SoloVenex,"Sep 14, 2024 · 12:45 PM UTC",@SOLOVENEX_,26,0,1,0
https://twitter.com/SOLOVENEX_/status/1834697033984491984#m,"¿El ‘𝗕𝗨́𝗙𝗔𝗟𝗢’ retará al 𝗠𝗔𝗗𝗥𝗜𝗗? • 😳❗️  Se jugará la jornada la fecha 05 de LaLiga y Jon Aramburu parte en la lista de convocados para el partido entre la Real Sociedad y el Real Madrid.   El lateral derecho, quien viene ser incluido en el XI Ideal de las jornadas 07 y 08 de las Eliminatorias, podría ser titular ante el combinado ‘merengue’.   Vívelo y 𝗚𝗔𝗡𝗔 junto a @ParleyEnLinea con los mejores logros del mercado.  ¡𝗙𝗮́𝗰𝗶𝗹, 𝗿𝗮́𝗽𝗶𝗱𝗼 𝘆 𝘀𝗲𝗴𝘂𝗿𝗼! • 🏦⚽️🇻🇪  #VenEx #LaLiga #Aramburu #SoloVenex","Sep 13, 2024 · 8:53 PM UTC",@SOLOVENEX_,6,0,0,0
https://twitter.com/SOLOVENEX_/status/1834641418255503805#m,"🇻🇪 𝗖𝗔𝗥𝗟𝗢𝗦 𝗝𝗘𝗦𝗨́𝗦 𝗥𝗢𝗝𝗔𝗦 (𝟮𝟬𝟬𝟲) es otro de los jóvenes talentos que pisa firme bajo la estructura del fútbol formativo estadounidense. Este, de la mano de la University Central of Florida, donde se desarrolla tras tener un gran desempeño en las inferioes del Orlando City y el Florida Kraze Krush.   Carlos Jesús, delantero centro de amplia proyección, es hermano de Juan Rojas (2008), el guardameta venezolano que entrenó con la selección de Brasil en su último ciclo de preparación previo a la Copa América y 𝘃𝗶𝗲𝗻𝗲 𝗱𝗲 𝗮𝗻𝗼𝘁𝗮𝗿 𝗱𝗼𝘀 𝗴𝗼𝗹𝗲𝘀 𝘆 𝗿𝗲𝗽𝗮𝗿𝘁𝗶𝗿 𝘂𝗻𝗮 𝗮𝘀𝗶𝘀𝘁𝗲𝗻𝗰𝗶𝗮 en su debut oficial en la NCAA con la UCF.  Atacante de juego aéreo dominante gracias a sus 2.01 MTS de altura y una notable capacidad de espaldas al arco y definición. Nacido en Valencia, y es pieza elegible para la selección nacional U20.  #VenEx #Rojas #Scouting #SoloVenex","Sep 13, 2024 · 5:12 PM UTC",@SOLOVENEX_,11,0,1,0
https://twitter.com/SOLOVENEX_/status/1834349489802395743#m,“𝗟𝗢𝗖𝗢𝗦” por el juego. (⚽️🤓)   La camaradería entre Bielsa y Batista en el pre.  #EliminatoriasSudamericanas,"Sep 12, 2024 · 9:52 PM UTC",@SOLOVENEX_,3,0,0,0
https://twitter.com/SOLOVENEX_/status/1834305236988498227#m,𝗢𝗙𝗜𝗖𝗜𝗔𝗟 | ¡Guarirapa se va al 𝐂𝐒𝐊𝐀! 🔴  • Llegó 𝗖𝗘𝗗𝗜𝗗𝗢 por un año desde el Sochi.  * Opción a compra por el equipo que hace vida en la máxima categoría del fútbol ruso.   #VenEx #Fichajes #News #SoloVenex,"Sep 12, 2024 · 6:57 PM UTC",@SOLOVENEX_,37,1,5,0
https://twitter.com/SOLOVENEX_/status/1834272145628954684#m,Durante la estadía en Maturín nuestro director @carlostaracher sostuvo una nutritiva charla con parte del tren directivo de @LaPizarraDelDT con el fin de seguir fortaleciendo alianzas en pro del crecimiento del fútbol venezolano.  Continuaremos trabajando de la mano de los mejores con el objetivo de seguir contribuyendo a la evolución del fútbol en nuestro país.  @LaPizarraDelDT 🤝🏻 @SOLOVENEX_,"Sep 12, 2024 · 4:45 PM UTC",@SOLOVENEX_,4,1,1,0
https://twitter.com/SOLOVENEX_/status/1834229309579428033#m,"𝗢𝗙𝗜𝗖𝗜𝗔𝗟 | 𝗗𝗘𝗜𝗩𝗜𝗗 𝗧𝗘𝗚𝗨𝗘𝗦 (𝟮𝟬𝟬𝟰) firmó por cuatro años con el @pfcsochi de la segunda división de Rusia, que lo cedió por un año con opción a compra al Chernomorets de la misma categoría.   El atacante llegó en calidad de agente libre tras su paso por el Deportivo Táchira de la Liga FUTVE.   Información adelantada por @CLMerlo.  #VenEx #Fichajes #Tegues #SoloVenex","Sep 12, 2024 · 1:55 PM UTC",@SOLOVENEX_,0,0,0,0
https://twitter.com/SOLOVENEX_/status/1833864180580946201#m,🪑,"Sep 11, 2024 · 1:44 PM UTC",@SOLOVENEX_,14,0,0,0
https://twitter.com/SOLOVENEX_/status/1833858644770766876#m,| 📸 @PonceRance |,"Sep 11, 2024 · 1:22 PM UTC",@SOLOVENEX_,1,0,0,0
https://twitter.com/SOLOVENEX_/status/1833858073938591815#m,"𝑭𝒓𝒆𝒏𝒕𝒆 𝒆𝒏 𝒂𝒍𝒕𝒐, 𝑽𝒆𝒏𝒆𝒛𝒖𝒆𝒍𝒂 🇻🇪","Sep 11, 2024 · 1:20 PM UTC",@SOLOVENEX_,12,0,0,2
https://twitter.com/SOLOVENEX_/status/1833718780196753852#m,¡Venezuela 𝗡𝗢 pudo con Uruguay!   📸 • Algunas de las postales que dejó el empate 0-0 entre venezolanos y “charrúas” en el Monumental.   Venezuela cierra la doble fecha de septiembre en la sexta casilla con 10 puntos tras la caída ante Bolivia.  #Vinotinto #Eliminatorias #SoloVenex   | 📸 @PonceRance,"Sep 11, 2024 · 4:06 AM UTC",@SOLOVENEX_,6,0,1,3
https://twitter.com/SOLOVENEX_/status/1833713059828744465#m,"🇻🇪🎙️• #𝗟𝗮𝗭𝗼𝗻𝗮𝗠𝗶𝘅𝘁𝗮 | #𝗦𝗼𝗹𝗼𝗩𝗲𝗻𝗲𝘅:   Jon Aramburu y sus sensaciones tras el 0-0 con Uruguay por la jornada 08 de las Eliminatorias.   Gana junto a @ParleyEnLinea con los mejores logros del mercado. ¡𝗙𝗮́𝗰𝗶𝗹, 𝗿𝗮́𝗽𝗶𝗱𝗼 𝘆 𝘀𝗲𝗴𝘂𝗿𝗼!  #Vinotinto #Viral #Aramburu #SoloVenex","Sep 11, 2024 · 3:43 AM UTC",@SOLOVENEX_,63,2,7,0
https://twitter.com/SOLOVENEX_/status/1833570127192985742#m,.@carlostaracher fue por una cachapita en Maturín y se consiguió con #Soteldo. 😂🫓,"Sep 10, 2024 · 6:15 PM UTC",@SOLOVENEX_,109,0,11,1
https://twitter.com/SOLOVENEX_/status/1833546490956157160#m,"𝗠𝗔𝗡𝗢, 𝗧𝗜𝗘𝗡𝗘𝗡 𝗙𝗘 • 😎🇻🇪🔥  Y también lo viven con @ParleyEnLinea.   WWW.PARLEY.COM","Sep 10, 2024 · 4:42 PM UTC",@SOLOVENEX_,2,0,1,0
https://twitter.com/SOLOVENEX_/status/1833530032989606304#m,Resumen del video: SOTERDO 😎,"Sep 10, 2024 · 3:36 PM UTC",@SOLOVENEX_,2,0,0,0
https://twitter.com/SOLOVENEX_/status/1833529336139530419#m,¡Hay ambiente en Maturín! | 😂👕🇻🇪  Seguimos recorriendo las calles de la Ciudad Distinta. Y miren que es distinta…  .@RMsportshop: “vestimos tu pasión”.  #Vinotinto #Venezuela #Soterdo #SoloVenex,"Sep 10, 2024 · 3:33 PM UTC",@SOLOVENEX_,88,2,8,2
https://twitter.com/SOLOVENEX_/status/1833512752632987816#m,¿Qué le dirías a Fernando “Bocha” Batista a horas del partido ante Uruguay? • 💭🇻🇪  #EliminatoriasSudamericanas,"Sep 10, 2024 · 2:27 PM UTC",@SOLOVENEX_,2,0,0,0
https://twitter.com/SOLOVENEX_/status/1833307176594526538#m,| 📸 @PonceRance |,"Sep 10, 2024 · 12:51 AM UTC",@SOLOVENEX_,4,0,1,0
https://twitter.com/SOLOVENEX_/status/1833306911426376033#m,¡𝐋𝐚 𝐨𝐟𝐢𝐜𝐢𝐧𝐚 𝐝𝐞 𝐞𝐬𝐭𝐞 𝐦𝐚𝐫𝐭𝐞𝐬! • 📍🏟️🇻🇪,"Sep 10, 2024 · 12:50 AM UTC",@SOLOVENEX_,101,1,8,4
https://twitter.com/SOLOVENEX_/status/1833214100190728456#m,"“𝗡𝗢𝗦 𝗩𝗘𝗠𝗢𝗦 𝗣𝗥𝗢𝗡𝗧𝗢…” ❤️🇻🇪  El mensaje de Daniela Quieto a Venezuela tras su primer modulo con @juvenilesfvf.  Ahora, volverá a la disciplina del @Inter, equipo que defiende en sus inferiores.  ¡𝑺𝒖 𝒑𝒓𝒊𝒎𝒆𝒓𝒂 𝒆𝒙𝒑𝒆𝒓𝒊𝒆𝒏𝒄𝒊𝒂 𝒗𝒊𝒏𝒐𝒕𝒊𝒏𝒕𝒐! ✨  #Vinotinto #News #Quieto #SoloVenex","Sep 9, 2024 · 6:41 PM UTC",@SOLOVENEX_,197,1,11,1
https://twitter.com/SOLOVENEX_/status/1832837528249848208#m,📸 𝙭 @Srodrigueez13 𝙭 @CarlosFayar18 ~,"Sep 8, 2024 · 5:44 PM UTC",@SOLOVENEX_,154,0,11,0
https://twitter.com/SOLOVENEX_/status/1832809364207333731#m,¡Este camino se transita 𝗝𝗨𝗡𝗧𝗢𝗦! 🇻🇪  Nuestro reencuentro se acerca…  ¡𝗬 𝗦𝗘𝗥𝗔́ 𝗘́𝗣𝗜𝗖𝗢!  #Eliminatorias #Maturín #SoloVenex   | 🎥 Video original: @FVF_Oficial |,"Sep 8, 2024 · 3:52 PM UTC",@SOLOVENEX_,3,0,0,0
